CLASS	com/mojang/realmsclient/dto/RealmsServer	net/minecraft/class_4877
CLASS	com/mojang/realmsclient/dto/RealmsServer$Compatibility	net/minecraft/class_4877$class_8842
CLASS	com/mojang/realmsclient/dto/RealmsServer$McoServerComparator	net/minecraft/class_4877$class_4319
CLASS	com/mojang/realmsclient/dto/RealmsServer$State	net/minecraft/class_4877$class_4320
CLASS	com/mojang/realmsclient/dto/RealmsServer$WorldType	net/minecraft/class_4877$class_4321
CLASS	com/mojang/realmsclient/dto/RealmsServerList	net/minecraft/class_4879
CLASS	com/mojang/realmsclient/dto/RealmsServerPlayerLists	net/minecraft/class_4881
CLASS	com/mojang/realmsclient/dto/RealmsSetting	net/minecraft/class_11305
CLASS	com/mojang/realmsclient/dto/RealmsSlot	net/minecraft/class_11306
CLASS	com/mojang/realmsclient/dto/RealmsSlot$RealmsWorldOptionsJsonAdapter	net/minecraft/class_11306$class_11307
CLASS	com/mojang/realmsclient/dto/RealmsSlotUpdateDto	net/minecraft/class_11308
CLASS	com/mojang/realmsclient/dto/RealmsText	net/minecraft/class_8206
CLASS	com/mojang/realmsclient/dto/RealmsWorldOptions	net/minecraft/class_4883
CLASS	com/mojang/realmsclient/dto/RealmsWorldResetDto	net/minecraft/class_4884
CLASS	com/mojang/realmsclient/dto/ReflectionBasedSerialization	net/minecraft/class_4885
CLASS	com/mojang/realmsclient/dto/RegionDataDto	net/minecraft/class_11309
CLASS	com/mojang/realmsclient/dto/RegionPingResult	net/minecraft/class_4886
CLASS	com/mojang/realmsclient/dto/RegionSelectionPreference	net/minecraft/class_11311
CLASS	com/mojang/realmsclient/dto/RegionSelectionPreference$RegionSelectionPreferenceJsonAdapter	net/minecraft/class_11311$class_11312
CLASS	com/mojang/realmsclient/dto/RegionSelectionPreferenceDto	net/minecraft/class_11310
CLASS	com/mojang/realmsclient/dto/ServiceQuality	net/minecraft/class_11313
CLASS	com/mojang/realmsclient/dto/ServiceQuality$RealmsServiceQualityJsonAdapter	net/minecraft/class_11313$class_11314
CLASS	com/mojang/realmsclient/dto/Subscription	net/minecraft/class_4887
CLASS	com/mojang/realmsclient/dto/Subscription$SubscriptionType	net/minecraft/class_4887$class_4322
CLASS	com/mojang/realmsclient/dto/UploadInfo	net/minecraft/class_4888
CLASS	com/mojang/realmsclient/dto/ValueObject	net/minecraft/class_4352
CLASS	com/mojang/realmsclient/dto/WorldDownload	net/minecraft/class_4889
CLASS	com/mojang/realmsclient/dto/WorldTemplate	net/minecraft/class_4890
CLASS	com/mojang/realmsclient/dto/WorldTemplate$WorldTemplateType	net/minecraft/class_4890$class_4323
CLASS	com/mojang/realmsclient/dto/WorldTemplatePaginatedList	net/minecraft/class_4891
CLASS	com/mojang/realmsclient/dto/package-info	net/minecraft/class_6194
CLASS	com/mojang/realmsclient/exception/RealmsDefaultUncaughtExceptionHandler	net/minecraft/class_4353
CLASS	com/mojang/realmsclient/exception/RealmsHttpException	net/minecraft/class_4354
CLASS	com/mojang/realmsclient/exception/RealmsServiceException	net/minecraft/class_4355
